Mes,GeneracionBruta,      Generaci�n Neta  (mkWh)     , Demanda M�xima (MW) ,   Generaci�n Bruta Total AEE (mkWh)    , Generaci�n Bruta con Petr�leo (mkWh) ,Generaci�n Bruta con Hidroel�ctrica (mkWh),Generaci�n Bruta con Gas Natural (mkWh),   Generaci�n NetaTotal AEE (mkWh)   , Generaci�n Neta con Petr�leo (mkWh) ,Generaci�n Neta con Hidroel�ctrica (mkWh),Generaci�n Neta con Gas Natural (mkWh),Generaci�n Total con Energ�a Comprada (mkWh),Generaci�n con energ�a comprada-Gas Natural (mkWh),Generaci�n con energ�a comprada-Carb�n (mkWh),Generaci�n con energ�a comprada-Fotovoltaica (mkWh),Generaci�n con energ�a comprada-E�lica (mkWh),Generaci�n con energ�a comprada-Otros (varias tecnolog�as1) (mkWh),Costo por kWh comprado (�/kWh)2,Consumo residencial (mkWh),Consumo comercial (mkWh), Consumo industrial (mkWh) ,Consumo alumbrado p�blico (mkWh),Consumo agr�cola (mkWh),Consumo otros (mkWh),    Consumo total (mkWh)    ,    Clientes Activos-clase residencial    ,     Clientes Activos-clase comercial     , Clientes Activos-clase industrial3 ,     Clientes Activos-clase alumbrado p�blico     ,    Clientes Activos-clase agr�cola    
8/1/2023,1783.621607,1740.455323,3151,1146.180457,705.922505,2.782,437.475952,1103.014173,679.366984,2.772715,420.874474,637.44115,305.758994,298.722099,21.382075,10.659546,0.918436,7.039220993,695.7969993,691.681605,163.1545944,24.26291405,2.59658998,3.359956,1580.852659,"1,380,809","124,351",580,"2,165","1,092"
7/1/2023,1795.515046,1744.812301,2899,1245.907947,850.801831,2.482,392.624116,1195.205202,823.5924287,2.469685,369.1430883,549.607099,321.624119,188.48504,23.344413,14.795085,1.358442,7.542557597,716.73766,690.032914,146.19024,25.22321681,2.24532,3.546408,1583.975759,"1,380,020","124,369",581,"2,171","1,093"
6/1/2023,"1,772.18","1,717.82",3049,"1,167.98",776.947465,2.717,388.316827,"1,113.62",736.1616509,2.705115,374.7552051,604.202253,297.859383,274.765094,22.814212,7.713762,1.049802,7.126940742,647.391179,666.289882,145.893927,25.15466323,1.954793,3.470783,1490.155227,"1,379,369","124,333",580,"2,166","1,095"
5/1/2023,"1,670.65","1,619.96",2775,"1,053.41",751.8222159,3.597,297.9944841,"1,002.72",709.1152666,3.586538,290.0183044,617.240933,301.925701,282.541633,23.577626,8.269883,0.92609,7.11752148,583.094752,658.33864,125.636025,24.79949101,1.85554,3.317267,1397.041715,"1,378,115","124,403",579,"2,165","1,096"
4/1/2023,"1,414.26","1,363.94",2466,953.97,500.641849,3.898,449.434,903.655812,523.3063563,3.887589,376.4618667,460.289135,225.557545,200.862068,23.482791,9.571457,0.815274,8.932778001,479.70146,591.519035,143.333262,24.05567196,1.976786,2.712843,1243.299058,"1,377,070","124,348",580,"2,164","1,095"
3/1/2023,"1,426.01","1,373.59",2374,"1,001.02",617.9874782,2.511,380.522,948.601412,576.614105,2.503589,369.483718,424.988221,184.495491,206.41308,22.830037,10.375342,0.874271,10.76915347,452.708559,576.253866,142.90989,24.3002445,2.057049,2.916296,1201.145905,"1,376,298","124,776",580,"2,162","1,098"
2/1/2023,"1,246.76","1,204.80",2258,804.26,456.71,2.712,344.837,762.305316,426.183,2.704589,333.4178943,442.494,259.76162,148.843386,20.923274,12.123323,0.842228,9.214181724,395.009199,525.063394,123.762077,17.33407225,1.697364,2.773337,1065.639443,"1,375,176","125,042",588,"2,162","1,104"
1/1/2023,"1,377.31","1,326.01",2261,797.92,577.7,3.114,217.109,746.620797,535.365,3.103426,208.1527801,579.391,270.872426,276.595419,20.534547,10.749019,0.639801,7.910341584,444.644246,554.091151,125.879353,26.16171477,1.860452,2.725409,1155.362326,"1,374,717","125,033",589,"2,163","1,102"
12/1/2022,"1,448.27","1,395.08",2382,857.79,781.87,4.348,71.5738,804.59629,733.414,4.334506,66.848,590.482,292.061577,269.669366,20.146691,7.915278,0.69,7.361057942,505.586865,606.355339,143.53989,25.28497243,1.690743,3.167159,1285.624968,"1,374,331","124,969",590,"2,163","1,102"
