Mes,GeneracionBruta,      Generaci�n Neta  (mkWh)     ,Maximum demand (MW) ,   Generaci�n Bruta Total AEE (mkWh)    , Generaci�n Bruta con Petr�leo (mkWh) ,Generaci�n Bruta con Hidroel�ctrica (mkWh),Generaci�n Bruta con Gas Natural (mkWh),   Generaci�n NetaTotal AEE (mkWh)   , Generaci�n Neta con Petr�leo (mkWh) ,Generaci�n Neta con Hidroel�ctrica (mkWh),Generaci�n Neta con Gas Natural (mkWh),Generaci�n Total con Energ�a Comprada (mkWh),Generaci�n con energ�a comprada-Gas Natural (mkWh),Generaci�n con energ�a comprada-Carb�n (mkWh),Generaci�n con energ�a comprada-Fotovoltaica (mkWh),Generaci�n con energ�a comprada-E�lica (mkWh),Generaci�n con energ�a comprada-Otros (varias tecnolog�as1) (mkWh),Costo por kWh comprado (�/kWh)2,Consumo residencial (mkWh),Consumo comercial (mkWh), Consumo industrial (mkWh) ,Consumo alumbrado p�blico (mkWh),Consumo agr�cola (mkWh),Consumo otros (mkWh),    Consumo total (mkWh)    ,    Clientes Activos-clase residencial    ,     Clientes Activos-clase comercial     , Clientes Activos-clase industrial3 ,     Clientes Activos-clase alumbrado p�blico     ,    Clientes Activos-clase agr�cola    
10/1/2014,"1,895.90","1,823.50",3030,"1,333.00",977.1,11.1,344.8,"1,260.50",925.5,11.1,323.9,563,362.7,189.5,4,6.8,0,11.8,560.3,745.6,203.3,22.1,2.7,3.1,1537.1,"1,329,991","124,845",660,"2,180","1,208"
9/1/2014,"1,795.20","1,732.30",3007,"1,171.40",880,13.6,277.8,"1,108.60",834.4,13.6,260.6,623.7,326.9,281.2,3.8,11.8,0,11,536.8,730.5,209.6,23.5,1.9,3.1,1505.4,"1,327,201","124,680",653,"2,928","1,205"
8/1/2014,"1,869.50","1,807.40",3008,"1,170.50",846.1,7.8,316.6,"1,108.40",802.5,7.8,298.1,699,332.6,337.3,3.6,25.5,0,10.5,574.8,734.8,199,24,2.1,3.1,1537.8,"1,327,829","124,729",652,"2,930","1,200"
7/1/2014,"1,869.90","1,803.20",2911,"1,145.10",824.4,6.5,314.2,"1,078.30",776.6,6.5,295.2,724.9,350.3,343.2,4.2,27.2,0,10.6,591.5,727.5,208.6,25.5,2.3,2.9,1558.3,"1,328,249","124,992",656,"2,931","1,199"
6/1/2014,"1,831.60","1,755.80",2964,"1,117.60",825.5,3.9,288.2,"1,041.80",771.5,3.9,266.5,714,352.6,334.9,3.7,22.8,0,10.8,518.4,710.4,201.4,23.8,2.3,2.9,1459.2,"1,327,995","125,065",660,"2,934","1,161"
5/1/2014,"1,784.40","1,715.30",2821,"1,051.50",789.1,5.5,256.9,982.3,736.5,5.4,240.4,733,364.3,345.3,3.9,19.5,0,10.5,534.2,697.3,200.4,28.3,2,3.1,1465.3,"1,329,271","125,411",663,"2,933","1,196"
4/1/2014,"1,712.90","1,649.30",2878,"1,057.40",849.7,3.8,203.9,993.8,799.7,3.8,190.3,655.5,358.7,273,4.1,19.7,0,11,494.8,697.1,199,22.7,2.4,2.7,1418.7,"1,329,636","125,659",670,"2,936","1,184"
3/1/2014,"1,745.70","1,674.90",2852,"1,211.30",888.3,3.9,319.1,"1,140.60",837,3.9,299.7,534.3,260.5,254.3,4.2,15.3,0,12.1,485.4,710.7,207,29.1,2.4,2.8,1437.4,"1,319,750","125,089",667,"2,936","1,180"
2/1/2014,"1,528.00","1,467.20",2707,"1,056.70",764.6,8.1,284,995.9,721,8.1,266.8,471.2,140.4,305.2,3.6,22,0,13.1,422,616.5,189.6,19.3,1.9,2.5,1251.8,"1,331,853","126,105",672,"2,939","1,193"
1/1/2014,"1,678.20","1,609.80",2739,"1,106.90",863.8,4.3,238.8,"1,038.50",809.9,4.2,224.3,571.3,198.2,345.3,3.5,24.3,0,11.4,488.2,637.5,170.8,28.6,1.9,2.3,1329.3,"1,333,831","126,356",673,"2,932","1,196"
12/1/2013,"1,695.50","1,629.80",2822,"1,018.90",681.4,4.8,332.7,953.2,637.4,4.8,311,676.5,319.2,335.5,2.5,19.3,0,10.1,489.3,692.3,208.5,25.7,2.4,2.6,1420.8,"1,333,122","126,420",712,"2,928","1,204"
11/1/2013,"1,741.70","1,676.00",2946,"1,142.50",826,5.3,311.2,"1,076.80",779.7,5.3,291.8,599.1,304.2,280.8,3.1,11,0,10.3,516.3,702.5,214.5,22.9,2.1,3.1,1461.4,"1,333,370","126,536",672,"2,935","1,202"
10/1/2013,"1,925.80","1,844.40",3057,"1,386.10",1027.8,7.1,351.2,"1,304.70",967.5,7.1,330.2,539.7,344.1,181.8,3.4,10.4,0,11.2,598.6,781.9,207.9,21.6,2.5,3.1,1615.6,"1,334,948","126,566",676,"2,935","1,210"
9/1/2013,"1,895.70","1,818.10",3159,"1,227.40",933.2,8.2,286,"1,149.70",876.3,8.1,265.3,668.5,334.5,322,3.4,8.6,0,10.3,569.5,769.4,211.7,26.3,2.1,1.3,1580.3,"1,335,279","126,645",676,"2,932","1,208"
8/1/2013,"1,948.90","1,868.70",3122,"1,328.10",1024.1,7,297,"1,247.80",963.6,6.9,277.3,620.9,343.2,255.4,3.6,18.7,0,10.9,591.3,740.7,209,24.5,2.3,3.9,1571.7,"1,336,263","126,782",686,"2,941","1,222"
7/1/2013,"1,874.30","1,799.10",2970,"1,239.80",921.2,8.1,310.5,"1,164.60",866.9,8.1,289.6,634.5,294.4,323.6,3.6,12.9,0,10.2,562.8,741,214.5,26.4,2.4,2.3,1549.4,"1,336,951","126,961",685,"2,921","1,230"
6/1/2013,"1,797.30","1,732.80",2943,"1,133.20",865.2,10.5,257.5,"1,068.60",819,10.5,239.2,664.2,329.6,324.8,3.1,6.7,0,10.4,545.3,701.2,222.1,23.8,2.5,3.3,1498.2,"1,337,898","126,974",692,"2,922","1,225"
5/1/2013,"1,844.60","1,773.60",2918,"1,157.20",911.4,13.9,231.9,"1,086.30",855.9,13.9,216.5,687.3,338.7,336,3.4,9.2,0,10.1,530.9,747.1,215.8,23.3,2.2,3.2,1522.5,"1,339,294","126,975",699,"2,924","1,229"
4/1/2013,"1,747.20","1,681.10",2909,"1,107.00",876,4.2,226.8,"1,040.90",824.3,4.2,212.4,640.2,317.9,294.4,3.6,24.3,0,10.4,508.7,698.6,217.7,23.3,2.2,3.2,1453.7,"1,341,225","127,060",704,"2,931","1,232"
3/1/2013,"1,745.50","1,670.60",2890,"1,219.70",987.4,4.4,227.9,"1,144.80",928.5,4.4,211.9,525.8,340.1,169.7,3.7,12.3,0,11.7,488.3,778.6,212.7,28.8,2.5,3.1,1514,"1,341,432","127,153",704,"2,932","1,237"
2/1/2013,"1,562.60","1,490.10",2786,"1,228.20",1124.6,5,98.6,"1,155.80",1058.5,5,92.3,334.3,36.2,275.8,3.4,18.9,0,15.3,417,638.7,194.7,19.1,2.1,3.1,1274.7,"1,341,364","127,190",706,"2,922","1,234"
1/1/2013,"1,714.10","1,636.80",2787,"1,085.20",843.7,4.7,236.8,"1,007.90",781.9,4.6,221.4,628.9,272.5,333,3.1,20.3,0,10.2,501.8,628.8,175,19.6,2.2,3.2,1330.6,"1,380,719","127,310",710,"2,920","1,231"
12/1/2012,"1,779.30","1,701.10",2973,"1,155.00",894,7.6,253.4,"1,076.80",834.1,7.6,235.1,624.3,329.9,279.8,3,11.6,0,10.2,620,483.6,233.9,29.7,2.7,5.3,1375.2,"1,360,599","125,052",711,"2,920","1,216"
11/1/2012,"1,860.60","1,774.20",3073,"1,225.70",937.1,9.7,278.9,"1,139.30",872.1,9.7,257.5,634.9,308,320.1,3.3,3.5,0,9.8,555.4,858.9,199.3,15.8,1.9,2.1,1633.4,"1,368,545","125,595",715,"2,920","1,221"
10/1/2012,"1,990.40","1,898.20",3117,"1,374.90",1083.9,11.6,279.4,"1,282.70",1011.6,11.6,259.4,615.5,323.4,289.6,2.4,0.1,0,10,559.6,767.7,219.8,24.8,2.1,4.6,1578.6,"1,377,773","126,292",716,"2,923","1,223"
9/1/2012,"1,965.50","1,879.80",3265,"1,335.80",1172.9,8.8,154.1,"1,250.20",1101.5,8.8,139.8,629.6,322.1,304.2,3.3,0,0,9.9,676.7,746.9,232.5,21.8,2.4,3.9,1684.2,"1,387,745","127,107",719,"2,926","1,229"
8/1/2012,"1,993.70","1,906.20",3178,"1,380.70",1230,6.6,144.1,"1,293.10",1152.5,6.6,134.1,613.2,330.1,280,3.1,0,0,10.1,602.6,749,229.8,22,2.3,4.4,1610.1,"1,334,124","127,052",719,"2,926","1,226"
7/1/2012,"1,953.90","1,864.80",3082,"1,324.60",1209.2,4.1,111.3,"1,235.40",1132.9,4,98.5,629.4,321.8,306.3,1.3,0,0,9.7,649.4,836.3,224.9,16.4,2.3,17,1746.3,"1,331,879","127,065",718,"2,951","1,225"
6/1/2012,"1,977.70","1,887.10",3177,"1,509.00",1247,4.8,257.2,"1,418.30",1172.6,4.8,240.9,468.7,312.2,156.2,0.3,0,0,11.6,514.4,569.4,186.7,-49.4,1.4,1.2,1223.7,"1,342,112","128,042",725,"2,938","1,236"
5/1/2012,"1,903.40","1,819.50",3037,"1,367.00",1110.4,9.5,247.1,"1,283.00",1042.1,9.5,231.4,536.5,304.5,231.8,0.2,0,0,10.3,646.5,749.6,343.7,216.5,3,13.3,1972.6,"1,339,934","128,030",725,"2,938","1,242"
4/1/2012,"1,766.80","1,689.10",3059,"1,176.80",1048.2,7.2,121.4,"1,099.20",979.3,7.2,112.7,590,272.1,317.7,0.2,0,0,9.7,481.6,622.5,200.3,20.3,2.4,-2.1,1325,"1,336,912","127,905",722,"2,938","1,236"
3/1/2012,"1,755.60","1,676.70",2809,"1,170.10",1164.8,5.3,0,"1,091.30",1085.9,5.3,0,585.4,301.2,284,0.2,0,0,9.9,509.9,705.9,220.1,23.6,2.7,4,1466.2,"1,335,783","128,060",722,"2,209","1,257"
2/1/2012,"1,638.10","1,563.80",2805,"1,209.30",1206.4,2.9,0,"1,134.90",1132,2.8,0,428.8,270.6,158,0.2,0,0,11.4,437.1,610.3,221.7,21.9,2.7,3.7,1297.4,"1,341,099","128,488",730,"2,211","1,269"
1/1/2012,"1,720.90","1,636.10",2781,"1,236.80",1228.5,8.3,0,"1,151.90",1143.7,8.3,0,484.1,161.9,322,0.2,0,0,11.2,517.7,689.8,170.3,23.1,2.2,3.7,1406.8,"1,340,499","128,583",733,"2,212","1,271"
12/1/2011,"1,785.70","1,707.80",2974,"1,151.90",1141.4,10.5,0,"1,074.00",1063.5,10.5,0,633.8,306.4,327.1,0.3,0,0,9.6,530.1,644.4,243.6,24,2.1,3.8,1448,"1,340,536","128,742",734,"2,214","1,277"
11/1/2011,"1,827.30","1,748.30",3023,"1,197.60",1181.8,15.8,0,"1,118.60",1102.8,15.8,0,629.8,300.6,329,0.2,0,0,9.5,531.8,740.8,230,24.9,2.3,3.9,1533.7,"1,339,515","128,746",733,"2,217","1,279"
10/1/2011,"1,979.30","1,892.50",3134,"1,404.30",1388.3,16,0,"1,317.60",1301.6,16,0,574.9,300.1,274.6,0.2,0,0,11.8,581.4,771.8,258.1,25.5,1.8,4.7,1643.3,"1,341,087","128,880",738,"2,217","1,285"
9/1/2011,"1,949.80","1,863.50",3244,"1,405.60",1386.4,19.2,0,"1,319.20",1300.1,19.2,0,544.3,309.6,234.6,0.1,0,0,10.3,584,719.7,233.9,14.4,2.1,3.9,1558,"1,342,009","129,076",740,"2,221","1,286"
8/1/2011,"1,956.50","1,870.70",3303,"1,405.50",1390.2,15.3,0,"1,319.60",1304.4,15.3,0,551,310,241,0,0,0,10.1,603.4,717.6,225.1,28.7,2.2,5,1582,"1,341,565","129,126",745,"2,220","1,281"
7/1/2011,"1,930.30","1,848.50",3132,"1,323.90",1313.8,10.1,0,"1,242.20",1232.1,10.1,0,606.3,272.9,333.4,0,0,0,9.4,621.7,758.2,245.1,24.1,2.2,4.4,1655.7,"1,343,804","129,402",751,"2,221","1,293"
6/1/2011,"1,938.30","1,856.10",3268,"1,375.00",1361.6,13.4,0,"1,292.80",1279.4,13.4,0,563.3,322.4,240.9,0,0,0,10.2,574.6,707.5,242,23.4,2.2,4,1553.7,"1,342,752","129,469",753,"2,216","1,293"
5/1/2011,"1,890.70","1,809.40",3025,"1,310.80",1298,12.8,0,"1,229.60",1216.8,12.8,0,579.9,279,300.9,0,0,0,9.6,558.6,727.6,246.7,23.8,2.6,4.1,1563.4,"1,343,005","129,426",757,"2,215","1,298"
4/1/2011,"1,793.30","1,711.10",2981,"1,197.40",1192.2,5.2,0,"1,115.20",1110,5.1,0,596,275.2,320.8,0,0,0,9.7,515.2,691.1,228.1,21.6,2.4,4.5,1462.9,"1,342,038","129,403",759,"2,221","1,298"
3/1/2011,"1,814.50","1,732.80",3007,"1,271.70",1264.1,7.6,0,"1,190.00",1182.4,7.6,0,542.7,212.5,330.2,0,0,0,10.5,506.9,694,246,25,2.7,4.1,1478.7,"1,341,322","129,412",758,"2,222","1,295"
2/1/2011,"1,629.40","1,554.80",2929,"1,126.00",1118.8,7.2,0,"1,051.40",1044.2,7.2,0,503.4,205,298.4,0,0,0,9.7,478.2,661.8,222.4,22.6,2.4,3.6,1391,"1,341,041","129,443",764,"2,225","1,300"
1/1/2011,"1,762.30","1,688.10",2896,"1,174.30",1161.7,12.6,0,"1,100.20",1087.6,12.6,0,588,305.5,282.5,0,0,0,8.9,501,638.2,211.2,23.6,2.8,4,1380.8,"1,341,825","129,588",765,"2,222","1,303"
12/1/2010,"1,795.00","1,708.20",3125,"1,289.80",1278.2,11.6,0,"1,203.00",1191.4,11.5,0,505.3,248.9,256.4,0,0,0,9.8,521.8,698.3,223.6,22.9,2.3,3.6,1472.5,"1,341,674","129,725",771,"2,224","1,302"
11/1/2010,"1,826.00","1,750.20",3103,"1,179.60",1167.6,12,0,"1,103.80",1091.9,12,0,646.4,333.6,312.8,0,0,0,8.7,570.8,715,244.2,23.9,2.4,4.5,1560.8,"1,341,213","129,706",772,"2,225","1,303"
10/1/2010,"2,029.10","1,944.80",3234,"1,465.20",1445.7,19.5,0,"1,381.00",1361.5,19.5,0,563.9,367.7,196.2,0,0,0,9.4,595.8,766,275.5,23.7,2.3,4.4,1667.7,"1,340,061","129,544",776,"2,228","1,300"
9/1/2010,"2,012.80","1,924.10",3300,"1,347.20",1327.4,19.8,0,"1,258.50",1238.7,19.8,0,665.6,341.1,324.5,0,0,0,8.6,629.9,747.9,240.4,23,2.2,4.4,1647.8,"1,340,868","129,637",785,"2,231","1,306"
8/1/2010,"2,104.10","2,014.40",3406,"1,421.80",1407,14.8,0,"1,332.10",1317.4,14.7,0,682.3,353.1,329.2,0,0,0,8.5,642,752.3,266.7,23.7,2.3,5.2,1692.2,"1,339,894","129,521",788,"2,232","1,303"
7/1/2010,"2,032.30","1,942.40",3225,"1,375.80",1362.5,13.3,0,"1,286.00",1272.8,13.2,0,656.4,339.4,317,0,0,0,8.7,612.7,751.5,234.3,23.8,2.6,4.7,1629.6,"1,339,794","129,573",793,"2,239","1,293"
